Ux_top [mm],Uy_top left   [mm],Uy_top right [mm],Uy_top_mid [mm],Rot      [rad],Fx_top [kN],Fy_top [kN],M_top [kNm],Unnamed: 8,h [mm],l [mm],Estimated Time (s)
-0.055195,-0.162265342987025,-0.06603023729221895,-0.11414779013962198,3.8494042277922416e-05,3.427,94.737,-7.658399999999989,,,,1378.3783783783786
-0.054716,-0.16342025722200618,-0.06645521550143516,-0.11493773636172067,3.8786016688228406e-05,3.4409,95.261,-7.6536,,,,1386.4864864864867
-0.05572,-0.164880183531035,-0.06697322385373954,-0.11592670369238728,3.916278387091819e-05,3.426,95.726,-7.665600000000006,,,,1394.5945945945948
-0.056046,-0.1659901173628182,-0.06734822106673276,-0.11666916921477549,3.945675851843418e-05,3.4439,96.243,-7.677599999999995,,,,1402.7027027027027
-0.056287,-0.16708504983165381,-0.06776471522622879,-0.1174248825289413,3.972813384217001e-05,3.432,96.70400000000001,-7.713600000000014,,,,1410.8108108108108
-0.057333,-0.1679250173175978,-0.06807923045091376,-0.11800212388425577,3.993831474667361e-05,3.4449,97.211,-7.744800000000009,,,,1418.918918918919
-0.056812,-0.1692349170851488,-0.0683407114222126,-0.11878781425368069,4.035768226517448e-05,3.4419,97.676,-7.790399999999988,,,,1427.027027027027
-0.056571,-0.16991486549432822,-0.06865719728514695,-0.11928603138973759,4.0503067283672505e-05,3.4519,98.186,-7.828799999999983,,,,1435.1351351351352
-0.057337,-0.1712247935637338,-0.0689687061617216,-0.1200967498627277,4.090243496080488e-05,3.4529,98.674,-7.886399999999986,,,,1443.2432432432433
-0.057858,-0.17216474100785278,-0.0694397051269128,-0.1208022230673828,4.109001435237599e-05,3.4609,99.176,-7.919999999999993,,,,1451.3513513513515
-0.058423,-0.1730646920044058,-0.06965471228558079,-0.1213597021449933,4.136399188753001e-05,3.4569,99.673,-7.965600000000006,,,,1459.4594594594596
-0.059951,-0.17435963819383518,-0.07012073543355199,-0.12224018681369359,4.169556110411328e-05,3.4609,100.173,-7.999199999999996,,,,1467.5675675675677
-0.060473,-0.17556956608062077,-0.07064373328179861,-0.12310664968120968,4.197033311952886e-05,3.4579,100.68,-8.068800000000005,,,,1475.6756756756758
-0.06152,-0.1766145180172,-0.07116724397946875,-0.12389088099833437,4.21789096150925e-05,3.4719,101.221,-8.148000000000007,,,,1483.783783783784
-0.062242,-0.1779694397931878,-0.071682747122815,-0.1248260934580014,4.251467706814912e-05,3.4769,101.74000000000001,-8.2464,,,,1491.891891891892
-0.063289,-0.1785944215075042,-0.0721017613598234,-0.1253480914336638,4.259706405907233e-05,3.4899,102.268,-8.337600000000009,,,,1500.0000000000002
-0.063855,-0.17912939762256,-0.07226477104616,-0.12569708433436,4.274585063056e-05,3.4889,102.767,-8.373599999999993,,,,1508.1081081081081
-0.064621,-0.1796493799909232,-0.07273327714232376,-0.1261913285666235,4.276644113943977e-05,3.4889,103.257,-8.383200000000004,,,,1516.2162162162163
-0.065948,-0.18022937289669577,-0.07315529948230474,-0.12669233618950027,4.282962936575641e-05,3.4879,103.762,-8.371199999999998,,,,1524.3243243243244
-0.066427,-0.18079434478126583,-0.07367229698181456,-0.12723332088154019,4.284881911978051e-05,3.4849,104.25399999999999,-8.361600000000005,,,,1532.4324324324325
-0.066909,-0.18172928984081121,-0.07418979453163621,-0.1279595421862237,4.301579812367e-05,3.4879,104.755,-8.363999999999999,,,,1540.5405405405406
-0.066384,-0.18214924527828621,-0.07445227273213996,-0.1283007590052131,4.30787890184585e-05,3.4789,105.251,-8.335199999999997,,,,1548.6486486486488
-0.065902,-0.1826841934875008,-0.074666753582543,-0.1286754735350219,4.3206975961983124e-05,3.4739,105.741,-8.291999999999996,,,,1556.7567567567569
-0.06719,-0.18346417065104,-0.07503027698403394,-0.12924722381753698,4.337355746680243e-05,3.4849,106.286,-8.395200000000012,,,,1564.864864864865
-0.068236,-0.1843491338771342,-0.07529229743822795,-0.12982071565768108,4.36227345755625e-05,3.5079,106.84899999999999,-8.604000000000001,,,,1572.9729729729731
-0.070046,-0.1852391181464182,-0.07560233814082194,-0.13042072814362007,4.3854712002238496e-05,3.5258,107.38,-8.793600000000003,,,,1581.0810810810813
-0.070854,-0.1866040393994432,-0.07592035127339915,-0.13126219533642117,4.427347525041762e-05,3.5528,107.912,-9.052799999999996,,,,1589.1891891891894
-0.071095,-0.18759897177260001,-0.0761268518357792,-0.1318629118041896,4.4588847974728325e-05,3.5478,108.37700000000001,-9.084000000000009,,,,1597.2972972972975
-0.07166,-0.188908889255675,-0.0764468582023582,-0.1326778737290166,4.498481242132672e-05,3.5468,108.852,-9.09120000000001,,,,1605.4054054054056
-0.072142,-0.1902138041639528,-0.07680786099986,-0.1335108325819064,4.536237726563712e-05,3.5428,109.326,-9.124799999999999,,,,1613.5135135135135
-0.07238,-0.19136372327749998,-0.07717085670023179,-0.1342672899888659,4.5677146630907276e-05,3.5448,109.82,-9.14880000000001,,,,1621.6216216216217
-0.071898,-0.19225364108296078,-0.0773338377549696,-0.1347937394189652,4.596792133119647e-05,3.5478,110.314,-9.240000000000004,,,,1629.7297297297298
-0.07166,-0.193408545158675,-0.0775988227101598,-0.13550368393441742,4.632388897940608e-05,3.5518,110.81,-9.249599999999997,,,,1637.837837837838
-0.07166,-0.19403849633871503,-0.0778608145640558,-0.13594965545138543,4.647107270986369e-05,3.5478,111.309,-9.309599999999994,,,,1645.945945945946
-0.072753,-0.1948834621773818,-0.07812783780292501,-0.1365056499901534,4.670224974978272e-05,3.5488,111.824,-9.316800000000011,,,,1654.0540540540542
-0.073757,-0.1961333938390898,-0.0786458509803466,-0.1373896224097182,4.6995017143497274e-05,3.5388,112.311,-9.290400000000005,,,,1662.1621621621623
-0.074041,-0.1967133566622562,-0.07891085102475201,-0.13781210384350412,4.712100225500168e-05,3.5408,112.799,-9.276000000000005,,,,1670.2702702702704
-0.074847,-0.1982382601986768,-0.07917536666272175,-0.13870681343069927,4.762515741438202e-05,3.5208,113.27,-9.119999999999992,,,,1678.3783783783786
-0.074606,-0.1991781782782022,-0.0795968460745654,-0.1393875121763838,4.783253288145472e-05,3.5099,113.685,-8.963999999999999,,,,1686.4864864864867
-0.074325,-0.20006809884,-0.07980333112140255,-0.1399357149807013,4.810590708743899e-05,3.4999,113.98400000000001,-8.884800000000013,,,,1694.5945945945948
-0.075655,-0.20080307980458498,-0.0800678625588802,-0.14043547118173258,4.8294086898281914e-05,3.4819,114.129,-8.829600000000005,,,,1702.702702702703
-0.07581,-0.201518026966095,-0.0803678576281352,-0.1409429422971151,4.846006773518392e-05,3.4819,114.142,-8.865600000000006,,,,1710.810810810811
-0.076615,-0.202043009131145,-0.080369882104265,-0.141206445617705,4.8669250810752e-05,3.4699,114.055,-8.906400000000014,,,,1718.918918918919
-0.077335,-0.2024579977252,-0.08057039781935095,-0.14151419777227547,4.875503996233963e-05,3.4599,113.975,-8.906400000000014,,,,1727.027027027027
-0.077094,-0.2027729647512872,-0.08057339027918674,-0.14167317751523698,4.887982978884018e-05,3.4379,113.902,-8.880000000000006,,,,1735.1351351351352
-0.077422,-0.2028379696144118,-0.08042540518100674,-0.14163168739770926,4.8965025773362024e-05,3.428,113.87100000000001,-8.843999999999989,,,,1743.2432432432433
-0.077662,-0.2030929563552488,-0.08042241272154754,-0.14175768453839815,4.90682174534805e-05,3.403,113.838,-8.779199999999985,,,,1751.3513513513515
-0.078185,-0.20319796412444002,-0.08031743239868375,-0.14175769826156187,4.915221269030251e-05,3.387,113.84700000000001,-8.666399999999992,,,,1759.4594594594596
-0.079275,-0.20351797242,-0.08037596484484981,-0.1419469686324249,4.9256803030060075e-05,3.36,113.846,-8.534399999999993,,,,1767.5675675675677
-0.07947,-0.20361297087530003,-0.08036697132524219,-0.14198997110027112,4.929839982002314e-05,3.3441,113.87,-8.4288,,,,1775.6756756756758
-0.080801,-0.20377800009507518,-0.08042201222070339,-0.14210000615788929,4.934239514974872e-05,3.3191,113.87,-8.361600000000005,,,,1783.783783783784
-0.080519,-0.2038229873280922,-0.0803150065620272,-0.1420689969450597,4.9403192306426e-05,3.3141,113.882,-8.337599999999991,,,,1791.891891891892
